id,lang,type,code_raw,code_masked,masked
6909,c#,expression_statement,public void Execute(Lexer lexer){action.Execute(lexer);},public void Execute(Lexer lexer){<MASKED>},action.Execute(lexer);
6910,java,expression_statement,public DeleteModelPackageResult deleteModelPackage(DeleteModelPackageRequest request) {request = beforeClientExecution(request);return executeDeleteModelPackage(request);},public DeleteModelPackageResult deleteModelPackage(DeleteModelPackageRequest request) {<MASKED>return executeDeleteModelPackage(request);},request = beforeClientExecution(request);
6911,c#,expression_statement,"public virtual DeleteModelPackageResponse DeleteModelPackage(DeleteModelPackageRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteModelPackageRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteModelPackageResponseUnmarshaller.Instance;return Invoke<DeleteModelPackageResponse>(request, options);}","public virtual DeleteModelPackageResponse DeleteModelPackage(DeleteModelPackageRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteModelPackageRequestMarshaller.Instance;<MASKED>return Invoke<DeleteModelPackageResponse>(request, options);}",options.ResponseUnmarshaller = DeleteModelPackageResponseUnmarshaller.Instance;
6912,java,expression_statement,"public void applyFont( short fontIndex ) {applyFont(0, _string.getCharCount(), fontIndex);}",public void applyFont( short fontIndex ) {<MASKED>},"applyFont(0, _string.getCharCount(), fontIndex);"
6913,c#,expression_statement,"public void ApplyFont(short fontIndex){ApplyFont(0, _string.CharCount, fontIndex);}",public void ApplyFont(short fontIndex){<MASKED>},"ApplyFont(0, _string.CharCount, fontIndex);"
6914,java,expression_statement,public SliceWriter(IntBlockPool pool) {this.pool = pool;},public SliceWriter(IntBlockPool pool) {<MASKED>},this.pool = pool;
6915,c#,expression_statement,public SliceWriter(Int32BlockPool pool){this.pool = pool;},public SliceWriter(Int32BlockPool pool){<MASKED>},this.pool = pool;
6916,java,expression_statement,public DisableVgwRoutePropagationResult disableVgwRoutePropagation(DisableVgwRoutePropagationRequest request) {request = beforeClientExecution(request);return executeDisableVgwRoutePropagation(request);},public DisableVgwRoutePropagationResult disableVgwRoutePropagation(DisableVgwRoutePropagationRequest request) {<MASKED>return executeDisableVgwRoutePropagation(request);},request = beforeClientExecution(request);
6917,c#,expression_statement,"public virtual DisableVgwRoutePropagationResponse DisableVgwRoutePropagation(DisableVgwRoutePropagationRequest request){var options = new InvokeOptions();options.RequestMarshaller = DisableVgwRoutePropagationRequestMarshaller.Instance;options.ResponseUnmarshaller = DisableVgwRoutePropagationResponseUnmarshaller.Instance;return Invoke<DisableVgwRoutePropagationResponse>(request, options);}","public virtual DisableVgwRoutePropagationResponse DisableVgwRoutePropagation(DisableVgwRoutePropagationRequest request){var options = new InvokeOptions();options.RequestMarshaller = DisableVgwRoutePropagationRequestMarshaller.Instance;<MASKED>return Invoke<DisableVgwRoutePropagationResponse>(request, options);}",options.ResponseUnmarshaller = DisableVgwRoutePropagationResponseUnmarshaller.Instance;
6918,java,string_literal,"public String toString() {return getClass().getName() + "" ["" +_name.getNameText() +""]"";}","public String toString() {return getClass().getName() + <MASKED> +_name.getNameText() +""]"";}",""" ["""
6919,c#,expression_statement,"public override String ToString(){StringBuilder sb = new StringBuilder(64);sb.Append(GetType().Name).Append("" ["");sb.Append(_name.NameText);sb.Append(""]"");return sb.ToString();}","public override String ToString(){StringBuilder sb = new StringBuilder(64);sb.Append(GetType().Name).Append("" ["");<MASKED>sb.Append(""]"");return sb.ToString();}",sb.Append(_name.NameText);
6920,java,expression_statement,public AttachObjectResult attachObject(AttachObjectRequest request) {request = beforeClientExecution(request);return executeAttachObject(request);},public AttachObjectResult attachObject(AttachObjectRequest request) {<MASKED>return executeAttachObject(request);},request = beforeClientExecution(request);
6921,c#,expression_statement,"public virtual AttachObjectResponse AttachObject(AttachObjectRequest request){var options = new InvokeOptions();options.RequestMarshaller = AttachObjectRequestMarshaller.Instance;options.ResponseUnmarshaller = AttachObjectResponseUnmarshaller.Instance;return Invoke<AttachObjectResponse>(request, options);}","public virtual AttachObjectResponse AttachObject(AttachObjectRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = AttachObjectResponseUnmarshaller.Instance;return Invoke<AttachObjectResponse>(request, options);}",options.RequestMarshaller = AttachObjectRequestMarshaller.Instance;
6922,java,expression_statement,public DBClusterParameterGroup copyDBClusterParameterGroup(CopyDBClusterParameterGroupRequest request) {request = beforeClientExecution(request);return executeCopyDBClusterParameterGroup(request);},public DBClusterParameterGroup copyDBClusterParameterGroup(CopyDBClusterParameterGroupRequest request) {<MASKED>return executeCopyDBClusterParameterGroup(request);},request = beforeClientExecution(request);
6923,c#,expression_statement,"public virtual CopyDBClusterParameterGroupResponse CopyDBClusterParameterGroup(CopyDBClusterParameterGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CopyDBClusterParameterGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = CopyDBClusterParameterGroupResponseUnmarshaller.Instance;return Invoke<CopyDBClusterParameterGroupResponse>(request, options);}","public virtual CopyDBClusterParameterGroupResponse CopyDBClusterParameterGroup(CopyDBClusterParameterGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CopyDBClusterParameterGroupRequestMarshaller.Instance;<MASKED>return Invoke<CopyDBClusterParameterGroupResponse>(request, options);}",options.ResponseUnmarshaller = CopyDBClusterParameterGroupResponseUnmarshaller.Instance;
6924,java,expression_statement,public GetRoutesResult getRoutes(GetRoutesRequest request) {request = beforeClientExecution(request);return executeGetRoutes(request);},public GetRoutesResult getRoutes(GetRoutesRequest request) {<MASKED>return executeGetRoutes(request);},request = beforeClientExecution(request);
6925,c#,expression_statement,"public virtual GetRoutesResponse GetRoutes(GetRoutesRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetRoutesRequestMarshaller.Instance;options.ResponseUnmarshaller = GetRoutesResponseUnmarshaller.Instance;return Invoke<GetRoutesResponse>(request, options);}","public virtual GetRoutesResponse GetRoutes(GetRoutesRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetRoutesRequestMarshaller.Instance;<MASKED>return Invoke<GetRoutesResponse>(request, options);}",options.ResponseUnmarshaller = GetRoutesResponseUnmarshaller.Instance;
6926,java,expression_statement,"public Entry<String, Ref> next() {if (hasNext()) {Entry<String, Ref> r = next;next = peek();return r;}throw new NoSuchElementException();}","public Entry<String, Ref> next() {if (hasNext()) {Entry<String, Ref> r = next;<MASKED>return r;}throw new NoSuchElementException();}",next = peek();
6927,c#,expression_statement,"public override KeyValuePair<string, Ref> Next(){if (this.HasNext()){Ent r = this.next;this.next = this.Peek();return r;}throw new NoSuchElementException();}","public override KeyValuePair<string, Ref> Next(){if (this.HasNext()){Ent r = this.next;<MASKED>return r;}throw new NoSuchElementException();}",this.next = this.Peek();
6928,java,string_literal,"public UpdateNamespaceRequest() {super(""cr"", ""2016-06-07"", ""UpdateNamespace"", ""cr"");setUriPattern(""/namespace/[Namespace]"");setMethod(MethodType.POST);}","public UpdateNamespaceRequest() {super(""cr"", ""2016-06-07"", ""UpdateNamespace"", <MASKED>);setUriPattern(""/namespace/[Namespace]"");setMethod(MethodType.POST);}","""cr"""
6929,c#,expression_statement,"public UpdateNamespaceRequest(): base(""cr"", ""2016-06-07"", ""UpdateNamespace"", ""cr"", ""openAPI""){UriPattern = ""/namespace/[Namespace]"";Method = MethodType.POST;}","public UpdateNamespaceRequest(): base(""cr"", ""2016-06-07"", ""UpdateNamespace"", ""cr"", ""openAPI""){<MASKED>Method = MethodType.POST;}","UriPattern = ""/namespace/[Namespace]"";"
6930,java,expression_statement,public ListNotebookInstancesResult listNotebookInstances(ListNotebookInstancesRequest request) {request = beforeClientExecution(request);return executeListNotebookInstances(request);},public ListNotebookInstancesResult listNotebookInstances(ListNotebookInstancesRequest request) {<MASKED>return executeListNotebookInstances(request);},request = beforeClientExecution(request);
6931,c#,expression_statement,"public virtual ListNotebookInstancesResponse ListNotebookInstances(ListNotebookInstancesRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListNotebookInstancesRequestMarshaller.Instance;options.ResponseUnmarshaller = ListNotebookInstancesResponseUnmarshaller.Instance;return Invoke<ListNotebookInstancesResponse>(request, options);}","public virtual ListNotebookInstancesResponse ListNotebookInstances(ListNotebookInstancesRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = ListNotebookInstancesResponseUnmarshaller.Instance;return Invoke<ListNotebookInstancesResponse>(request, options);}",options.RequestMarshaller = ListNotebookInstancesRequestMarshaller.Instance;
6932,java,expression_statement,"public RoaringDocIdSet build() {flush();return new RoaringDocIdSet(sets, cardinality);}","public RoaringDocIdSet build() {<MASKED>return new RoaringDocIdSet(sets, cardinality);}",flush();
6933,c#,expression_statement,"public override WAH8DocIdSet Build(){if (this.wordNum != -1){AddWord(wordNum, (byte)word);}return base.Build();}",public override WAH8DocIdSet Build(){if (this.wordNum != -1){<MASKED>}return base.Build();},"AddWord(wordNum, (byte)word);"
6934,java,expression_statement,public DescribeGroupsResult describeGroups(DescribeGroupsRequest request) {request = beforeClientExecution(request);return executeDescribeGroups(request);},public DescribeGroupsResult describeGroups(DescribeGroupsRequest request) {<MASKED>return executeDescribeGroups(request);},request = beforeClientExecution(request);
6935,c#,expression_statement,"public virtual DescribeGroupsResponse DescribeGroups(DescribeGroupsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeGroupsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeGroupsResponseUnmarshaller.Instance;return Invoke<DescribeGroupsResponse>(request, options);}","public virtual DescribeGroupsResponse DescribeGroups(DescribeGroupsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeGroupsRequestMarshaller.Instance;<MASKED>return Invoke<DescribeGroupsResponse>(request, options);}",options.ResponseUnmarshaller = DescribeGroupsResponseUnmarshaller.Instance;
6936,java,expression_statement,public GetShippingLabelResult getShippingLabel(GetShippingLabelRequest request) {request = beforeClientExecution(request);return executeGetShippingLabel(request);},public GetShippingLabelResult getShippingLabel(GetShippingLabelRequest request) {<MASKED>return executeGetShippingLabel(request);},request = beforeClientExecution(request);
6937,c#,expression_statement,"public virtual GetShippingLabelResponse GetShippingLabel(GetShippingLabelRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetShippingLabelRequestMarshaller.Instance;options.ResponseUnmarshaller = GetShippingLabelResponseUnmarshaller.Instance;return Invoke<GetShippingLabelResponse>(request, options);}","public virtual GetShippingLabelResponse GetShippingLabel(GetShippingLabelRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = GetShippingLabelResponseUnmarshaller.Instance;return Invoke<GetShippingLabelResponse>(request, options);}",options.RequestMarshaller = GetShippingLabelRequestMarshaller.Instance;
6938,java,expression_statement,public MonitorInstancesRequest(java.util.List<String> instanceIds) {setInstanceIds(instanceIds);},public MonitorInstancesRequest(java.util.List<String> instanceIds) {<MASKED>},setInstanceIds(instanceIds);
6939,c#,expression_statement,public MonitorInstancesRequest(List<string> instanceIds){_instanceIds = instanceIds;},public MonitorInstancesRequest(List<string> instanceIds){<MASKED>},_instanceIds = instanceIds;
6940,java,expression_statement,"public AtomTransition(ATNState target, int label) {super(target);this.label = label;}","public AtomTransition(ATNState target, int label) {super<MASKED>this.label = label;}",(target);
6941,c#,expression_statement,"public AtomTransition(ATNState target, int token): base(target){this.token = token;}","public AtomTransition(ATNState target, int token): base(target){<MASKED>}",this.token = token;
6942,java,expression_statement,public MulRKRecord(RecordInputStream in) {field_1_row = in.readUShort();field_2_first_col = in.readShort();field_3_rks = RkRec.parseRKs(in);field_4_last_col = in.readShort();},public MulRKRecord(RecordInputStream in) {<MASKED>field_2_first_col = in.readShort();field_3_rks = RkRec.parseRKs(in);field_4_last_col = in.readShort();},field_1_row = in.readUShort();
6943,c#,expression_statement,public MulRKRecord(RecordInputStream in1){field_1_row = in1.ReadUShort();field_2_first_col = in1.ReadShort();field_3_rks = RkRec.ParseRKs(in1);field_4_last_col = in1.ReadShort();},public MulRKRecord(RecordInputStream in1){field_1_row = in1.ReadUShort();field_2_first_col = in1.ReadShort();field_3_rks = RkRec.ParseRKs(in1);<MASKED>},field_4_last_col = in1.ReadShort();
6944,java,expression_statement,public State complete() {if (this.stateRegistry == null) throw new IllegalStateException();if (root.hasChildren()) replaceOrRegister(root);stateRegistry = null;return root;},public State complete() {if (this.stateRegistry == null) throw new IllegalStateException();if (root.hasChildren()) replaceOrRegister(root);<MASKED>return root;},stateRegistry = null;
