"index","input","target"
"1541","public void execute(Lexer lexer) {lexer.mode(mode);}
public void readFully(byte[] dst) throws IOException {primitiveTypes.readFully(dst);}
public final void decRef() throws IOException {ensureOpen();final int rc = refCount.decrementAndGet();if (rc == 0) {boolean success = false;try {doClose();closed = true;success = true;} finally {if (!success) {refCount.incrementAndGet();}}} else if (rc < 0) {throw new IllegalStateException(""too many decRef calls: refCount is "" + rc + "" after decrement"");}}
public String toString() {if ( dfa.s0==null ) return null;StringBuilder buf = new StringBuilder();List<DFAState> states = dfa.getStates();for (DFAState s : states) {int n = 0;if ( s.edges!=null ) n = s.edges.length;for (int i=0; i<n; i++) {DFAState t = s.edges[i];if ( t!=null && t.stateNumber != Integer.MAX_VALUE ) {buf.append(getStateString(s));String label = getEdgeLabel(i);buf.append(""-"").append(label).append(""->"").append(getStateString(t)).append('\n');}}}String output = buf.toString();if ( output.length()==0 ) return null;return output;}","public static void register(Repository db) {if (db.getDirectory() != null) {FileKey key = FileKey.exact(db.getDirectory(), db.getFS());cache.registerRepository(key, db);}}"
"1546","public GetConfigurationSetEventDestinationsResult getConfigurationSetEventDestinations(GetConfigurationSetEventDestinationsRequest request) {request = beforeClientExecution(request);return executeGetConfigurationSetEventDestinations(request);}
public ByteBuffer put(byte value) {throw new ReadOnlyBufferException();}
public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1,ValueEval arg2) {AreaEval aeRange;AreaEval aeSum;try {aeRange = convertRangeArg(arg0);aeSum = createSumRange(arg2, aeRange);} catch (EvaluationException e) {return e.getErrorEval();}return eval(srcRowIndex, srcColumnIndex, arg1, aeRange, aeSum);}
public MoPenAddGroupMemberRequest() {super(""MoPen"", ""2018-02-11"", ""MoPenAddGroupMember"", ""mopen"");setProtocol(ProtocolType.HTTPS);setMethod(MethodType.POST);}","public DeleteAssessmentTargetResult deleteAssessmentTarget(DeleteAssessmentTargetRequest request) {request = beforeClientExecution(request);return executeDeleteAssessmentTarget(request);}"
"1551","public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[SXDI]\n"");buffer.append(""  .isxvdData = "").append(HexDump.shortToHex(isxvdData)).append(""\n"");buffer.append(""  .iiftab = "").append(HexDump.shortToHex(iiftab)).append(""\n"");buffer.append(""  .df = "").append(HexDump.shortToHex(df)).append(""\n"");buffer.append(""  .isxvd = "").append(HexDump.shortToHex(isxvd)).append(""\n"");buffer.append(""  .isxvi = "").append(HexDump.shortToHex(isxvi)).append(""\n"");buffer.append(""  .ifmt = "").append(HexDump.shortToHex(ifmt)).append(""\n"");buffer.append(""[/SXDI]\n"");return buffer.toString();}
public String toString() {return ""LL"";}
public DescribeReservedInstancesOfferingsResult describeReservedInstancesOfferings(DescribeReservedInstancesOfferingsRequest request) {request = beforeClientExecution(request);return executeDescribeReservedInstancesOfferings(request);}
public void setNextEnum(TermsEnum termsEnum) {this.termsEnum = termsEnum;this.boostAtt = termsEnum.attributes().addAttribute(BoostAttribute.class);}","public RevFilter clone() {return new PatternSearch(pattern());}"
"1556","public GetRouteResponseResult getRouteResponse(GetRouteResponseRequest request) {request = beforeClientExecution(request);return executeGetRouteResponse(request);}
public UpdateLagResult updateLag(UpdateLagRequest request) {request = beforeClientExecution(request);return executeUpdateLag(request);}
public DescribeEndpointResult describeEndpoint(DescribeEndpointRequest request) {request = beforeClientExecution(request);return executeDescribeEndpoint(request);}
public void addPositionSpans(List<PositionSpan> positionSpans) {this.positionSpans.addAll(positionSpans);}","public boolean remove(Object object) {return backingMap.remove(object) != null;}"
"1561","public ListPartsResult listParts(ListPartsRequest request) {request = beforeClientExecution(request);return executeListParts(request);}
public void setForceUpdate(boolean b) {force = b;}
public void removeCustomProperties() {if (getSectionCount() < 2) {}}
public int available() {return remaining();}","public GetInstanceResult getInstance(GetInstanceRequest request) {request = beforeClientExecution(request);return executeGetInstance(request);}"
"1566","public UpdateSmsChannelResult updateSmsChannel(UpdateSmsChannelRequest request) {request = beforeClientExecution(request);return executeUpdateSmsChannel(request);}
public CreateEgressOnlyInternetGatewayResult createEgressOnlyInternetGateway(CreateEgressOnlyInternetGatewayRequest request) {request = beforeClientExecution(request);return executeCreateEgressOnlyInternetGateway(request);}
public GetResourcesResult getResources(GetResourcesRequest request) {request = beforeClientExecution(request);return executeGetResources(request);}
public ByteBlockPool(Allocator allocator) {this.allocator = allocator;}","public ListStepsResult listSteps(ListStepsRequest request) {request = beforeClientExecution(request);return executeListSteps(request);}"
"1571","public boolean readBoolean() throws IOException {return primitiveTypes.readBoolean();}
public PutLogEventsRequest(String logGroupName, String logStreamName, java.util.List<InputLogEvent> logEvents) {setLogGroupName(logGroupName);setLogStreamName(logStreamName);setLogEvents(logEvents);}
public void reset(int sliceOffset) {this.offset = sliceOffset;}
public GetAttendeeResult getAttendee(GetAttendeeRequest request) {request = beforeClientExecution(request);return executeGetAttendee(request);}","public long getFilePointer() {return pointer + pos;}"
"1576","public int serializeSimplePart(byte[] data, int pos) {LittleEndian.putShort(data, pos, getId());int recordSize = getComplexData().length;if (!sizeIncludesHeaderSize) {recordSize -= 6;}LittleEndian.putInt(data, pos + 2, recordSize);return 6;}
public CherryPickCommand include(AnyObjectId commit) {return include(commit.getName(), commit);}
public int readDataSize() {readPlain(buffer, 0, LittleEndianConsts.SHORT_SIZE);int dataSize = LittleEndian.getUShort(buffer, 0);ccis.setNextRecordSize(dataSize);return dataSize;}
public RemoveUserFromGroupRequest(String groupName, String userName) {setGroupName(groupName);setUserName(userName);}","public PutImageResult putImage(PutImageRequest request) {request = beforeClientExecution(request);return executePutImage(request);}"
"1581","public boolean stem() {limit_backward = cursor;cursor = limit;int v_1 = limit - cursor;r_endings();cursor = limit - v_1;int v_2 = limit - cursor;r_undouble();cursor = limit - v_2;int v_3 = limit - cursor;r_respell();cursor = limit - v_3;cursor = limit_backward;return true;}
public IntervalSet[] getDecisionLookahead(ATNState s) {if ( s==null ) {return null;}IntervalSet[] look = new IntervalSet[s.getNumberOfTransitions()];for (int alt = 0; alt < s.getNumberOfTransitions(); alt++) {look[alt] = new IntervalSet();Set<ATNConfig> lookBusy = new HashSet<ATNConfig>();boolean seeThruPreds = false; _LOOK(s.transition(alt).target, null, PredictionContext.EMPTY,look[alt], lookBusy, new BitSet(), seeThruPreds, false);if ( look[alt].size()==0 || look[alt].contains(HIT_PRED) ) {look[alt] = null;}}return look;}
public static Ptg createPtg(LittleEndianInput in) {byte id = in.readByte();if (id < 0x20) {return createBasePtg(id, in);}Ptg  retval = createClassifiedPtg(id, in);if (id >= 0x60) {retval.setClass(CLASS_ARRAY);} else if (id >= 0x40) {retval.setClass(CLASS_VALUE);} else {retval.setClass(CLASS_REF);}return retval;}
public ListEntitiesDetectionJobsResult listEntitiesDetectionJobs(ListEntitiesDetectionJobsRequest request) {request = beforeClientExecution(request);return executeListEntitiesDetectionJobs(request);}","public ListReviewableHITsResult listReviewableHITs(ListReviewableHITsRequest request) {request = beforeClientExecution(request);return executeListReviewableHITs(request);}"
"1586","public OperationEvaluationContext(WorkbookEvaluator bookEvaluator, EvaluationWorkbook workbook, int sheetIndex, int srcRowNum,int srcColNum, EvaluationTracker tracker) {this(bookEvaluator, workbook, sheetIndex, srcRowNum, srcColNum, tracker, true);}
public void setMaxDocFreqPct(int maxPercentage) {setMaxDocFreq(Math.toIntExact((long) maxPercentage * ir.maxDoc() / 100));}
public final void lazySet(V newValue) {unsafe.putOrderedObject(this, valueOffset, newValue);}
public UpdateVpcLinkResult updateVpcLink(UpdateVpcLinkRequest request) {request = beforeClientExecution(request);return executeUpdateVpcLink(request);}","public void removeNoteCount() {remove1stProperty(PropertyIDMap.PID_NOTECOUNT);}"
"1591","public Ref setValue(Ref value) {Ref prior = put(getKey(), value);ref = value;return prior;}
public RevCommit getSourceCommit(int idx) {return sourceCommits[idx];}
public ClassicTokenizerFactory(Map<String,String> args) {super(args);maxTokenLength = getInt(args, ""maxTokenLength"", StandardAnalyzer.DEFAULT_MAX_TOKEN_LENGTH);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}
public GetDistributionResult getDistribution(GetDistributionRequest request) {request = beforeClientExecution(request);return executeGetDistribution(request);}","public long seek(long ord) {long idx = ord / indexInterval;assert idx < fieldIndex.numIndexTerms;final long offset = fieldIndex.termOffsets.get(idx);final int length = (int) (fieldIndex.termOffsets.get(1+idx) - offset);termBytesReader.fillSlice(term, fieldIndex.termBytesStart + offset, length);this.ord = idx * indexInterval;return fieldIndex.termsStart + fieldIndex.termsDictOffsets.get(idx);}"
"1596","public DescribeInterconnectsResult describeInterconnects(DescribeInterconnectsRequest request) {request = beforeClientExecution(request);return executeDescribeInterconnects(request);}
public static EvaluationException invalidValue() {return new EvaluationException(ErrorEval.VALUE_INVALID);}
public static String escapeWhitespace(String s, boolean escapeSpaces) {StringBuilder buf = new StringBuilder();for (char c : s.toCharArray()) {if ( c==' ' && escapeSpaces ) buf.append('\u00B7');else if ( c=='\t' ) buf.append(""\\t"");else if ( c=='\n' ) buf.append(""\\n"");else if ( c=='\r' ) buf.append(""\\r"");else buf.append(c);}return buf.toString();}
public DescribeOrderableClusterOptionsResult describeOrderableClusterOptions(DescribeOrderableClusterOptionsRequest request) {request = beforeClientExecution(request);return executeDescribeOrderableClusterOptions(request);}","public DeleteArchiveRequest(String vaultName, String archiveId) {setVaultName(vaultName);setArchiveId(archiveId);}"
"1601","public DescribeSnapshotsResult describeSnapshots(DescribeSnapshotsRequest request) {request = beforeClientExecution(request);return executeDescribeSnapshots(request);}
public BatchDeleteClusterSnapshotsResult batchDeleteClusterSnapshots(BatchDeleteClusterSnapshotsRequest request) {request = beforeClientExecution(request);return executeBatchDeleteClusterSnapshots(request);}
public DescribeClientVpnRoutesResult describeClientVpnRoutes(DescribeClientVpnRoutesRequest request) {request = beforeClientExecution(request);return executeDescribeClientVpnRoutes(request);}
public String toString() {String padd = getPadding();StringBuilder sb = new StringBuilder(super.toString());sb.append(parallel ? "" ["" : "" {"");sb.append(NEW_LINE);for (final PerfTask task : tasks) {sb.append(task.toString());sb.append(NEW_LINE);}sb.append(padd);sb.append(!letChildReport ? "">"" : (parallel ? ""]"" : ""}""));if (fixedTime) {sb.append(' ').append(NumberFormat.getNumberInstance(Locale.ROOT).format(runTimeSec)).append('s');} else if (repetitions>1) {sb.append("" * "").append(repetitions);} else if (repetitions==REPEAT_EXHAUST) {sb.append("" * EXHAUST"");}if (rate>0) {sb.append("",  rate: "").append(rate).append('/').append(perMin ? ""min"" : ""sec"");}if (getRunInBackground()) {sb.append("" &"");int x = getBackgroundDeltaPriority();if (x != 0) {sb.append(x);}}return sb.toString();}","public void serialize(LittleEndianOutput out) {out.writeDouble(field_1_minimumAxisValue);out.writeDouble(field_2_maximumAxisValue);out.writeDouble(field_3_majorIncrement);out.writeDouble(field_4_minorIncrement);out.writeDouble(field_5_categoryAxisCross);out.writeShort(field_6_options);}"
"1606","public final void makeReadOnly() {readOnly = true;}
public DescribeDirectConnectGatewaysResult describeDirectConnectGateways(DescribeDirectConnectGatewaysRequest request) {request = beforeClientExecution(request);return executeDescribeDirectConnectGateways(request);}
public GetUsagePlanKeyResult getUsagePlanKey(GetUsagePlanKeyRequest request) {request = beforeClientExecution(request);return executeGetUsagePlanKey(request);}
public DescribeVpcEndpointConnectionNotificationsResult describeVpcEndpointConnectionNotifications(DescribeVpcEndpointConnectionNotificationsRequest request) {request = beforeClientExecution(request);return executeDescribeVpcEndpointConnectionNotifications(request);}","public UpdateGatewayGroupResult updateGatewayGroup(UpdateGatewayGroupRequest request) {request = beforeClientExecution(request);return executeUpdateGatewayGroup(request);}"
"1611","public DetachClassicLinkVpcResult detachClassicLinkVpc(DetachClassicLinkVpcRequest request) {request = beforeClientExecution(request);return executeDetachClassicLinkVpc(request);}
public ListOperationsResult listOperations() {return listOperations(new ListOperationsRequest());}
public BatchDeletePhoneNumberResult batchDeletePhoneNumber(BatchDeletePhoneNumberRequest request) {request = beforeClientExecution(request);return executeBatchDeletePhoneNumber(request);}
public void setExpireAgeMillis(long expireAgeMillis) {this.expireAgeMillis = expireAgeMillis;expire = null;}","public DeactivateEventSourceResult deactivateEventSource(DeactivateEventSourceRequest request) {request = beforeClientExecution(request);return executeDeactivateEventSource(request);}"
